OrderID,CustomerID,ProductID,StoreID,Sales Channel,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001666,23,10,269,In-Store,2018-12-04,2,0.1,2351.7,1458.054
SO - 0001667,43,30,24,Online,2018-12-04,1,0.05,6344.9,2918.654
SO - 0001668,42,32,126,Distributor,2018-12-04,6,0.1,5621.3,3541.419
SO - 0001669,32,23,141,Distributor,2018-12-04,6,0.05,1031.8,598.444
SO - 0001670,21,25,210,Online,2018-12-04,4,0.05,2405.3,1828.028
SO - 0001671,7,20,92,Distributor,2018-12-04,2,0.075,1105.5,906.51
SO - 0001672,34,23,343,In-Store,2018-12-04,5,0.075,1775.5,958.77
SO - 0001673,7,46,153,Online,2018-12-04,2,0.075,1092.1,786.312
SO - 0001674,1,27,105,Online,2018-12-04,6,0.075,207.7,83.08
SO - 0001675,16,45,340,In-Store,2018-12-04,4,0.1,1809.0,759.78
SO - 0001676,30,2,259,Online,2018-12-05,8,0.075,1842.5,1437.15
SO - 0001677,18,45,344,In-Store,2018-12-05,4,0.1,3839.1,2764.152
SO - 0001678,34,43,178,Online,2018-12-05,7,0.15,268.0,171.52
SO - 0001679,28,19,118,In-Store,2018-12-05,3,0.3,1829.1,859.677
SO - 0001680,15,25,294,Wholesale,2018-12-05,1,0.2,1795.6,1256.92
SO - 0001681,11,12,24,Online,2018-12-05,6,0.4,1118.9,458.749
SO - 0001682,22,5,37,Distributor,2018-12-06,2,0.075,1118.9,716.096
SO - 0001683,22,43,258,In-Store,2018-12-06,4,0.1,3926.2,2630.554
SO - 0001684,19,4,81,Wholesale,2018-12-06,8,0.05,917.9,514.024
SO - 0001685,50,31,135,In-Store,2018-12-06,6,0.2,207.7,99.696
SO - 0001686,17,37,283,In-Store,2018-12-06,1,0.075,1976.5,1264.96
SO - 0001687,19,16,80,Wholesale,2018-12-06,4,0.15,3959.7,2613.402
SO - 0001688,49,29,124,In-Store,2018-12-06,2,0.1,1098.8,846.076
SO - 0001689,15,41,103,Online,2018-12-06,2,0.05,877.7,728.491
SO - 0001690,14,47,178,In-Store,2018-12-06,5,0.1,2552.7,1276.35
SO - 0001691,12,18,355,In-Store,2018-12-06,8,0.05,1025.1,768.825
SO - 0001692,34,31,245,Distributor,2018-12-06,7,0.15,1045.2,668.928
SO - 0001693,27,26,306,Wholesale,2018-12-07,8,0.4,5983.1,2393.24
SO - 0001694,47,37,173,Distributor,2018-12-07,6,0.075,1112.2,756.296
SO - 0001695,23,34,121,In-Store,2018-12-07,6,0.2,1855.9,816.596
SO - 0001696,30,29,319,In-Store,2018-12-07,6,0.05,3825.7,2295.42
SO - 0001697,16,37,218,Distributor,2018-12-07,8,0.3,817.4,653.92
SO - 0001698,9,47,122,In-Store,2018-12-07,8,0.075,737.0,375.87
SO - 0001699,5,32,203,In-Store,2018-12-07,5,0.05,2465.6,1651.952
SO - 0001700,41,12,10,In-Store,2018-12-07,6,0.1,857.6,686.08
SO - 0001701,24,31,322,Online,2018-12-08,6,0.2,1078.7,431.48
SO - 0001702,23,17,164,In-Store,2018-12-08,6,0.2,3390.2,2746.062
SO - 0001703,18,40,208,In-Store,2018-12-08,3,0.2,5514.1,4356.139
SO - 0001704,3,13,60,Online,2018-12-08,8,0.05,207.7,145.39
SO - 0001705,49,11,70,In-Store,2018-12-08,2,0.05,2010.0,924.6
SO - 0001706,30,39,221,Online,2018-12-08,5,0.075,1949.7,1052.838
SO - 0001707,14,7,26,Online,2018-12-08,7,0.075,174.2,106.262
SO - 0001708,24,23,364,Online,2018-12-08,7,0.05,1139.0,797.3
SO - 0001709,17,28,345,Wholesale,2018-12-08,8,0.075,5319.8,2181.118
SO - 0001710,43,8,327,In-Store,2018-12-09,4,0.15,3926.2,2080.886
SO - 0001711,36,7,313,Distributor,2018-12-09,3,0.05,1038.5,768.49
SO - 0001712,45,35,349,In-Store,2018-12-09,5,0.15,5038.4,2972.656
SO - 0001713,11,14,141,In-Store,2018-12-09,5,0.05,1058.6,561.058
SO - 0001714,6,35,309,In-Store,2018-12-09,5,0.05,221.1,97.284
SO - 0001715,24,24,141,In-Store,2018-12-09,1,0.1,3296.4,2505.264
SO - 0001716,7,30,166,In-Store,2018-12-09,6,0.05,5648.1,2711.088
SO - 0001717,8,1,309,Wholesale,2018-12-09,1,0.1,1118.9,727.285
SO - 0001718,25,31,302,In-Store,2018-12-09,4,0.075,2680.0,2224.4
SO - 0001719,42,36,231,In-Store,2018-12-10,8,0.05,3865.9,2860.766
SO - 0001720,35,2,151,In-Store,2018-12-10,1,0.075,951.4,399.588
SO - 0001721,39,19,51,Online,2018-12-11,6,0.075,5621.3,4272.188
SO - 0001722,3,1,246,In-Store,2018-12-11,3,0.1,3999.9,3119.922
SO - 0001723,12,20,49,Online,2018-12-11,2,0.05,6398.5,3647.145
SO - 0001724,30,6,1,Distributor,2018-12-11,2,0.3,1038.5,633.485
SO - 0001725,50,11,113,Distributor,2018-12-11,7,0.075,6525.8,2806.094
SO - 0001726,40,26,217,In-Store,2018-12-11,5,0.4,1092.1,808.154
SO - 0001727,9,5,128,Wholesale,2018-12-11,3,0.05,3879.3,2715.51
SO - 0001728,31,27,250,In-Store,2018-12-11,6,0.1,2599.6,2027.688
SO - 0001729,33,37,202,In-Store,2018-12-11,2,0.05,850.9,485.013
SO - 0001730,47,20,106,Wholesale,2018-12-12,2,0.1,1031.8,773.85
SO - 0001731,26,4,79,Wholesale,2018-12-12,8,0.075,194.3,79.663
SO - 0001732,27,47,162,In-Store,2018-12-12,2,0.2,2331.6,1585.488
SO - 0001733,20,25,161,Distributor,2018-12-12,3,0.2,3001.6,2191.168
SO - 0001734,25,15,136,In-Store,2018-12-12,3,0.05,207.7,168.237
SO - 0001735,41,8,362,In-Store,2018-12-12,6,0.2,743.7,438.783
SO - 0001736,46,31,125,In-Store,2018-12-12,7,0.075,207.7,120.466
SO - 0001737,32,47,133,Distributor,2018-12-12,3,0.1,5768.7,3922.716
SO - 0001738,49,36,358,In-Store,2018-12-12,7,0.4,1916.2,1341.34
SO - 0001739,8,28,110,In-Store,2018-12-12,8,0.3,2633.1,2238.135
SO - 0001740,45,21,97,In-Store,2018-12-12,7,0.1,1065.3,639.18
SO - 0001741,48,41,86,In-Store,2018-12-12,3,0.2,2257.9,1603.109
SO - 0001742,20,34,245,Online,2018-12-12,1,0.05,991.6,545.38
SO - 0001743,49,13,192,Wholesale,2018-12-12,4,0.075,2338.3,1660.193
SO - 0001744,21,1,343,In-Store,2018-12-13,7,0.075,2988.2,1583.746
SO - 0001745,35,21,166,In-Store,2018-12-13,6,0.4,1118.9,682.529
SO - 0001746,29,17,214,Online,2018-12-13,6,0.15,2485.7,1267.707
SO - 0001747,20,22,117,In-Store,2018-12-13,4,0.2,2847.5,1708.5
SO - 0001748,25,15,66,In-Store,2018-12-13,4,0.2,3296.4,2571.192
SO - 0001749,38,11,33,Online,2018-12-13,4,0.1,971.5,689.765
SO - 0001750,34,12,299,Distributor,2018-12-13,7,0.2,194.3,102.979
SO - 0001751,27,18,172,Online,2018-12-13,6,0.4,5969.7,3223.638
SO - 0001752,1,11,166,Online,2018-12-14,1,0.05,1078.7,625.646
SO - 0001753,33,40,128,In-Store,2018-12-14,7,0.05,2412.0,1640.16
SO - 0001754,45,25,18,In-Store,2018-12-14,4,0.05,1159.1,904.098
SO - 0001755,17,12,355,In-Store,2018-12-14,4,0.075,1882.7,809.561
SO - 0001756,23,27,217,In-Store,2018-12-14,6,0.2,1949.7,1072.335
SO - 0001757,46,9,102,Distributor,2018-12-14,3,0.05,1098.8,747.184
SO - 0001758,27,32,173,In-Store,2018-12-14,7,0.05,3155.7,2335.218
SO - 0001759,24,30,123,Distributor,2018-12-14,5,0.2,2680.0,2144.0
SO - 0001760,10,13,309,Wholesale,2018-12-14,5,0.05,5956.3,3871.595
SO - 0001761,29,36,260,In-Store,2018-12-15,8,0.1,2010.0,924.6
SO - 0001762,12,7,325,Online,2018-12-15,6,0.075,1319.9,963.527
SO - 0001763,26,41,77,In-Store,2018-12-15,8,0.075,1775.5,1065.3
SO - 0001764,38,39,41,In-Store,2018-12-15,2,0.15,187.6,129.444
SO - 0001765,3,19,173,In-Store,2018-12-15,5,0.05,1139.0,899.81
SO - 0001766,28,27,46,In-Store,2018-12-15,5,0.15,1005.0,824.1
SO - 0001767,23,44,58,Distributor,2018-12-15,5,0.2,2385.2,1097.192
SO - 0001768,26,1,184,Online,2018-12-15,6,0.05,1085.4,911.736
SO - 0001769,13,4,307,Online,2018-12-15,5,0.2,1809.0,1519.56
SO - 0001770,33,2,250,Wholesale,2018-12-15,4,0.05,897.8,646.416
SO - 0001771,17,14,284,In-Store,2018-12-15,3,0.2,1246.2,847.416
SO - 0001772,32,40,20,In-Store,2018-12-15,1,0.3,1118.9,503.505
SO - 0001773,42,5,85,Online,2018-12-15,3,0.05,1018.4,835.088
SO - 0001774,17,33,219,Distributor,2018-12-15,1,0.075,5105.4,3982.212
SO - 0001775,13,16,363,In-Store,2018-12-16,8,0.075,1159.1,753.415
SO - 0001776,7,36,287,In-Store,2018-12-16,3,0.075,1916.2,1379.664
SO - 0001777,41,23,66,In-Store,2018-12-16,3,0.15,247.9,131.387
SO - 0001778,18,28,222,Wholesale,2018-12-16,4,0.075,884.4,610.236
SO - 0001779,29,39,242,Distributor,2018-12-17,1,0.1,1139.0,774.52
SO - 0001780,13,2,341,Wholesale,2018-12-17,3,0.3,174.2,85.358
SO - 0001781,20,27,187,Online,2018-12-17,8,0.05,951.4,761.12
SO - 0001782,45,32,194,Online,2018-12-17,4,0.05,167.5,125.625
SO - 0001783,17,31,144,Wholesale,2018-12-17,8,0.05,5138.9,3956.953
SO - 0001784,12,29,180,Online,2018-12-17,7,0.05,214.4,109.344
SO - 0001785,5,1,300,Distributor,2018-12-18,8,0.15,1011.7,475.499
SO - 0001786,16,10,332,Distributor,2018-12-18,6,0.05,1159.1,915.689
SO - 0001787,48,40,228,Distributor,2018-12-18,3,0.05,1058.6,857.466
SO - 0001788,2,43,354,Wholesale,2018-12-18,4,0.15,1869.3,766.413
SO - 0001789,47,35,55,Online,2018-12-18,5,0.4,1762.1,1409.68
SO - 0001790,10,15,328,Online,2018-12-18,3,0.075,2492.4,1869.3
SO - 0001791,12,40,347,Distributor,2018-12-18,7,0.075,3919.5,2038.14
SO - 0001792,31,7,141,Distributor,2018-12-18,1,0.075,2519.2,1007.68
SO - 0001793,10,25,358,Wholesale,2018-12-18,3,0.3,3872.6,3252.984
SO - 0001794,32,38,148,In-Store,2018-12-19,2,0.075,1855.9,1354.807
SO - 0001795,26,4,253,In-Store,2018-12-19,1,0.05,4006.6,3205.28
SO - 0001796,13,31,211,Online,2018-12-19,7,0.1,1721.9,1360.301
SO - 0001797,6,26,140,In-Store,2018-12-19,2,0.05,1038.5,726.95
SO - 0001798,35,11,181,Wholesale,2018-12-19,6,0.2,241.2,108.54
SO - 0001799,8,30,274,Online,2018-12-19,1,0.05,1051.9,673.216
SO - 0001800,9,37,247,Distributor,2018-12-19,8,0.075,180.9,130.248
SO - 0001801,2,12,192,Online,2018-12-20,6,0.05,268.0,219.76
SO - 0001802,9,13,2,In-Store,2018-12-20,1,0.2,1159.1,533.186
SO - 0001803,12,14,239,In-Store,2018-12-20,6,0.05,951.4,551.812
SO - 0001804,25,29,327,Online,2018-12-20,5,0.05,4006.6,2644.356
SO - 0001805,33,25,122,Online,2018-12-20,7,0.075,5648.1,2372.202
SO - 0001806,37,14,168,Online,2018-12-20,5,0.05,3926.2,3219.484
SO - 0001807,24,41,333,Online,2018-12-20,8,0.075,5326.5,4207.935
SO - 0001808,17,17,193,Distributor,2018-12-20,5,0.075,5467.2,2241.552
SO - 0001809,37,8,171,In-Store,2018-12-20,8,0.075,2546.0,1654.9
SO - 0001810,50,5,70,In-Store,2018-12-20,5,0.05,1072.0,889.76
SO - 0001811,24,30,208,Online,2018-12-20,7,0.075,1112.2,611.71
SO - 0001812,10,33,87,In-Store,2018-12-20,3,0.1,2780.5,1390.25
SO - 0001813,39,16,189,Online,2018-12-20,3,0.05,2646.5,1534.97
SO - 0001814,10,6,273,In-Store,2018-12-21,5,0.15,214.4,135.072
SO - 0001815,8,8,20,Distributor,2018-12-21,7,0.1,1125.6,821.688
SO - 0001816,32,27,204,In-Store,2018-12-21,7,0.05,1842.5,737.0
SO - 0001817,12,30,165,Wholesale,2018-12-21,5,0.15,1125.6,562.8
SO - 0001818,42,33,190,In-Store,2018-12-21,8,0.15,6224.3,4170.281
SO - 0001819,24,12,94,In-Store,2018-12-21,6,0.05,2224.4,1801.764
SO - 0001820,6,3,238,In-Store,2018-12-21,4,0.2,1192.6,739.412
SO - 0001821,36,7,122,Wholesale,2018-12-21,2,0.075,6097.0,2926.56
SO - 0001822,42,30,235,In-Store,2018-12-21,6,0.075,1031.8,866.712
SO - 0001823,18,15,306,Online,2018-12-21,1,0.05,2425.4,1358.224
SO - 0001824,9,27,123,In-Store,2018-12-21,4,0.075,1031.8,691.306
SO - 0001825,35,40,96,Online,2018-12-21,8,0.2,897.8,619.482
SO - 0001826,33,3,46,Online,2018-12-22,5,0.05,2458.9,1524.518
SO - 0001827,45,35,297,In-Store,2018-12-22,1,0.1,2358.4,1320.704
SO - 0001828,41,19,132,In-Store,2018-12-22,2,0.1,1788.9,840.783
SO - 0001829,12,12,213,In-Store,2018-12-22,2,0.1,3912.8,2347.68
SO - 0001830,45,23,94,In-Store,2018-12-22,8,0.05,6143.9,4362.169
SO - 0001831,42,39,147,Wholesale,2018-12-22,2,0.05,2827.4,1272.33
SO - 0001832,7,15,327,Online,2018-12-22,3,0.2,1058.6,455.198
SO - 0001833,5,14,121,Distributor,2018-12-22,7,0.075,1065.3,564.609
SO - 0001834,5,8,83,In-Store,2018-12-23,6,0.075,1112.2,734.052
SO - 0001835,13,30,30,Online,2018-12-23,7,0.15,3832.4,2184.468
SO - 0001836,12,29,112,Distributor,2018-12-23,3,0.4,857.6,626.048
SO - 0001837,4,23,347,Distributor,2018-12-23,7,0.1,5460.5,3003.275
SO - 0001838,30,29,12,In-Store,2018-12-23,8,0.15,2566.1,1950.236
SO - 0001839,25,18,342,Online,2018-12-23,5,0.15,2653.2,1193.94
SO - 0001840,15,10,72,Online,2018-12-23,2,0.075,884.4,636.768
SO - 0001841,31,14,82,Wholesale,2018-12-23,7,0.075,3805.6,1598.352
SO - 0001842,1,25,226,Distributor,2018-12-23,8,0.2,1152.4,887.348
SO - 0001843,23,43,71,In-Store,2018-12-23,3,0.075,3832.4,2567.708
SO - 0001844,5,11,232,In-Store,2018-12-23,4,0.05,871.0,661.96
SO - 0001845,27,37,186,Online,2018-12-23,4,0.05,1809.0,1139.67
SO - 0001846,30,34,90,In-Store,2018-12-23,5,0.075,1969.8,1378.86
SO - 0001847,46,20,42,Online,2018-12-23,5,0.05,1038.5,716.565
SO - 0001848,25,26,250,Wholesale,2018-12-23,6,0.075,3651.5,1606.66
SO - 0001849,13,25,56,Distributor,2018-12-23,8,0.05,1949.7,1306.299
SO - 0001850,50,31,62,Wholesale,2018-12-23,8,0.05,991.6,694.12
SO - 0001851,17,25,9,Online,2018-12-24,8,0.075,2740.3,1205.732
SO - 0001852,23,42,65,Online,2018-12-24,6,0.075,1902.8,1255.848
SO - 0001853,47,33,84,In-Store,2018-12-24,2,0.1,2365.1,1773.825
SO - 0001854,23,37,180,Online,2018-12-24,8,0.075,1051.9,662.697
SO - 0001855,39,25,241,Distributor,2018-12-24,5,0.1,2860.9,2031.239
SO - 0001856,7,46,269,Online,2018-12-24,5,0.075,5835.7,4201.704
SO - 0001857,12,23,171,In-Store,2018-12-24,1,0.05,1152.4,944.968
SO - 0001858,41,27,120,Online,2018-12-25,3,0.075,897.8,619.482
SO - 0001859,5,42,269,Distributor,2018-12-25,5,0.15,1112.2,912.004
SO - 0001860,12,44,365,In-Store,2018-12-25,1,0.05,3825.7,2333.677
SO - 0001861,3,37,172,Wholesale,2018-12-25,4,0.05,1963.1,1217.122
SO - 0001862,12,23,70,In-Store,2018-12-25,6,0.05,2365.1,1750.174
SO - 0001863,20,1,286,Online,2018-12-25,3,0.05,958.1,584.441
SO - 0001864,36,3,67,In-Store,2018-12-25,3,0.05,1855.9,1132.099
SO - 0001865,30,46,58,In-Store,2018-12-25,5,0.05,1708.5,1349.715
SO - 0001866,45,16,230,In-Store,2018-12-25,7,0.075,2586.2,1862.064
SO - 0001867,40,16,84,Wholesale,2018-12-25,2,0.1,2566.1,1693.626
SO - 0001868,32,36,306,Distributor,2018-12-25,3,0.075,3202.6,1985.612
SO - 0001869,37,10,175,Online,2018-12-26,2,0.075,6545.9,2749.278
SO - 0001870,49,41,39,In-Store,2018-12-26,4,0.15,5226.0,3396.9
SO - 0001871,14,20,264,Distributor,2018-12-26,8,0.4,904.5,732.645
SO - 0001872,16,36,302,Distributor,2018-12-26,5,0.05,2237.8,1029.388
SO - 0001873,30,30,130,Online,2018-12-26,5,0.075,1072.0,707.52
SO - 0001874,48,25,62,In-Store,2018-12-26,3,0.1,1092.1,884.601
SO - 0001875,48,32,256,Distributor,2018-12-26,2,0.1,3825.7,2333.677
SO - 0001876,36,24,236,In-Store,2018-12-26,6,0.1,214.4,165.088
SO - 0001877,17,11,328,Distributor,2018-12-26,3,0.15,6566.0,4202.24
SO - 0001878,6,31,299,In-Store,2018-12-26,6,0.075,1835.8,1083.122
SO - 0001879,26,45,84,In-Store,2018-12-26,2,0.15,2432.1,1021.482
SO - 0001880,5,43,330,Online,2018-12-27,8,0.075,1876.0,1519.56
SO - 0001881,15,22,305,Online,2018-12-27,5,0.05,1011.7,424.914
SO - 0001882,18,34,51,Online,2018-12-27,4,0.05,1038.5,768.49
SO - 0001883,46,32,32,In-Store,2018-12-27,7,0.05,958.1,613.184
SO - 0001884,43,16,31,Distributor,2018-12-27,2,0.3,2445.5,1222.75
SO - 0001885,11,31,90,Online,2018-12-27,5,0.1,3899.4,3275.496
SO - 0001886,4,43,83,Online,2018-12-27,5,0.075,1005.0,653.25
SO - 0001887,19,2,27,Online,2018-12-27,5,0.05,1775.5,1349.38
SO - 0001888,39,36,221,Online,2018-12-27,6,0.15,1125.6,855.456
SO - 0001889,49,11,184,Online,2018-12-28,2,0.05,1098.8,747.184
SO - 0001890,33,47,109,Wholesale,2018-12-28,5,0.05,1936.3,1490.951
SO - 0001891,24,25,223,Distributor,2018-12-28,3,0.075,3926.2,2669.816
SO - 0001892,14,8,6,In-Store,2018-12-28,7,0.075,3155.7,2240.547
SO - 0001893,12,20,167,Wholesale,2018-12-28,8,0.075,3999.9,1679.958
SO - 0001894,37,19,31,Online,2018-12-28,2,0.075,1092.1,666.181
SO - 0001895,38,37,199,Online,2018-12-29,4,0.15,1005.0,442.2
SO - 0001896,9,19,213,In-Store,2018-12-29,3,0.05,254.6,134.938
SO - 0001897,36,5,336,In-Store,2018-12-29,2,0.05,897.8,520.724
SO - 0001898,8,23,179,In-Store,2018-12-29,4,0.05,1748.7,821.889
SO - 0001899,14,20,89,In-Store,2018-12-29,4,0.075,1105.5,442.2
SO - 0001900,25,47,367,Distributor,2018-12-29,6,0.1,5842.4,4323.376
SO - 0001901,16,46,123,Online,2018-12-29,7,0.075,1179.2,754.688
SO - 0001902,45,8,166,Online,2018-12-29,4,0.2,2579.5,1496.11
SO - 0001903,34,25,341,Online,2018-12-29,3,0.075,924.6,656.466
SO - 0001904,33,18,162,Distributor,2018-12-29,3,0.075,3979.8,2905.254
SO - 0001905,43,47,282,In-Store,2018-12-29,4,0.05,2626.4,2101.12
SO - 0001906,17,37,46,Wholesale,2018-12-29,3,0.075,1293.1,1021.549
SO - 0001907,18,46,86,Distributor,2018-12-29,8,0.1,1132.3,962.455
SO - 0001908,44,21,295,Distributor,2018-12-29,2,0.1,670.0,321.6
SO - 0001909,42,43,30,In-Store,2018-12-30,7,0.1,6539.2,4708.224
SO - 0001910,42,4,83,In-Store,2018-12-30,1,0.1,3256.2,2637.522
SO - 0001911,43,15,19,Online,2018-12-30,1,0.1,2579.5,1625.085
SO - 0001912,36,5,87,Online,2018-12-30,8,0.05,3852.5,2966.425
SO - 0001913,26,11,145,Wholesale,2018-12-30,8,0.15,924.6,527.022
SO - 0001914,20,27,260,Wholesale,2018-12-30,3,0.05,3906.1,2421.782
SO - 0001915,33,35,218,Distributor,2018-12-30,1,0.1,254.6,129.846
SO - 0001916,6,15,330,Wholesale,2018-12-30,2,0.075,1072.0,589.6
SO - 0001917,12,16,291,In-Store,2018-12-30,2,0.15,2653.2,1061.28
SO - 0001918,39,9,232,In-Store,2018-12-30,6,0.075,3564.4,1817.844
SO - 0001919,4,17,271,In-Store,2018-12-30,8,0.4,1078.7,517.776
SO - 0001920,19,15,358,Online,2018-12-30,4,0.05,6224.3,3112.15
SO - 0001921,2,42,99,Wholesale,2018-12-30,6,0.1,1326.6,822.492
SO - 0001922,36,47,115,Wholesale,2018-12-30,8,0.1,221.1,159.192
SO - 0001923,25,35,219,Distributor,2018-12-30,8,0.05,6344.9,3806.94
SO - 0001924,36,2,349,In-Store,2018-12-31,2,0.15,1132.3,815.256
SO - 0001925,23,22,348,Online,2018-12-31,4,0.05,757.1,446.689
SO - 0001926,21,17,262,In-Store,2018-12-31,6,0.1,1038.5,882.725
SO - 0001927,40,29,125,Online,2018-12-31,6,0.05,958.1,603.603
SO - 0001928,39,36,44,Wholesale,2018-12-31,1,0.1,1855.9,1521.838
SO - 0001929,29,21,187,In-Store,2018-12-31,2,0.15,2646.5,1879.015
SO - 0001930,19,10,32,In-Store,2018-12-31,3,0.15,5453.8,3654.046
SO - 0001931,5,45,104,In-Store,2018-12-31,4,0.075,1782.2,1301.006
SO - 0001932,29,9,126,In-Store,2018-12-31,4,0.05,1051.9,631.14
SO - 0001933,22,5,338,In-Store,2018-12-31,5,0.2,254.6,216.41
SO - 0001934,19,33,315,In-Store,2018-12-31,2,0.075,2860.9,1745.149
SO - 0001935,32,10,78,In-Store,2018-12-31,8,0.1,2887.7,1212.834
SO - 0001936,31,24,30,Distributor,2018-12-31,8,0.05,1085.4,857.466
SO - 0001937,27,7,136,Online,2019-01-01,7,0.05,1031.8,773.85
SO - 0001938,35,44,282,In-Store,2019-01-01,8,0.075,1172.5,644.875
SO - 0001939,4,39,353,In-Store,2019-01-01,4,0.075,2010.0,924.6
SO - 0001940,16,45,238,Online,2019-01-01,8,0.075,5279.6,4118.088
SO - 0001941,34,6,175,Wholesale,2019-01-01,7,0.15,1038.5,581.56
SO - 0001942,37,6,99,Online,2019-01-01,2,0.05,2860.9,1487.668
SO - 0001943,42,47,88,In-Store,2019-01-01,2,0.3,978.2,626.048
SO - 0001944,32,23,268,Wholesale,2019-01-01,3,0.05,3718.5,1970.805
SO - 0001945,4,28,274,In-Store,2019-01-01,2,0.1,5480.6,3014.33
SO - 0001946,34,41,59,In-Store,2019-01-01,3,0.1,797.3,518.245
SO - 0001947,46,35,259,In-Store,2019-01-01,2,0.05,247.9,123.95
SO - 0001948,49,33,55,Online,2019-01-01,4,0.075,1165.8,897.666
SO - 0001949,32,46,100,In-Store,2019-01-01,8,0.2,6425.3,3212.65
SO - 0001950,28,36,177,Online,2019-01-01,7,0.075,1293.1,956.894
SO - 0001951,38,2,113,In-Store,2019-01-01,1,0.15,6197.5,3594.55
SO - 0001952,12,4,325,In-Store,2019-01-02,3,0.3,5869.2,3462.828
SO - 0001953,31,10,250,In-Store,2019-01-02,8,0.075,1098.8,593.352
SO - 0001954,25,10,240,In-Store,2019-01-02,2,0.15,1072.0,889.76
SO - 0001955,26,24,313,In-Store,2019-01-02,1,0.1,6532.5,3984.825
SO - 0001956,19,20,123,Online,2019-01-02,3,0.075,3946.3,2367.78
SO - 0001957,17,9,128,Online,2019-01-02,8,0.3,1031.8,835.758
SO - 0001958,15,25,317,In-Store,2019-01-02,4,0.3,5172.4,3258.612
SO - 0001959,23,3,305,In-Store,2019-01-02,4,0.05,2512.5,1306.5
SO - 0001960,42,26,303,Online,2019-01-02,7,0.05,2639.8,2032.646
SO - 0001961,19,36,311,Distributor,2019-01-03,1,0.05,1051.9,662.697
SO - 0001962,5,10,262,In-Store,2019-01-03,1,0.05,1051.9,757.368
SO - 0001963,33,44,186,Online,2019-01-03,7,0.05,2003.3,1482.442
SO - 0001964,33,12,142,Online,2019-01-03,4,0.05,837.5,502.5
SO - 0001965,40,41,237,In-Store,2019-01-03,5,0.05,5815.6,4303.544
SO - 0001966,23,29,38,In-Store,2019-01-03,7,0.05,1172.5,973.175
SO - 0001967,3,1,85,Distributor,2019-01-03,6,0.2,1118.9,716.096
SO - 0001968,23,24,283,Online,2019-01-03,8,0.15,3845.8,3230.472
SO - 0001969,40,40,24,In-Store,2019-01-03,3,0.075,2586.2,1034.48
SO - 0001970,29,30,139,Online,2019-01-03,7,0.1,5165.7,2066.28
SO - 0001971,26,13,13,Online,2019-01-03,3,0.05,3155.7,1262.28
SO - 0001972,43,44,258,Online,2019-01-04,8,0.2,2304.8,1613.36
SO - 0001973,26,8,178,In-Store,2019-01-04,3,0.05,3839.1,2802.543
SO - 0001974,44,45,265,Online,2019-01-04,2,0.4,1005.0,723.6
SO - 0001975,19,27,165,Distributor,2019-01-04,6,0.075,2525.9,1768.13
SO - 0001976,8,24,149,Wholesale,2019-01-04,6,0.05,1922.9,1365.259
SO - 0001977,6,16,292,In-Store,2019-01-04,1,0.05,6371.7,4587.624
SO - 0001978,36,12,285,Distributor,2019-01-04,2,0.4,3986.5,2670.955
SO - 0001979,7,33,212,In-Store,2019-01-04,8,0.075,1835.8,1193.27
SO - 0001980,12,20,137,In-Store,2019-01-04,1,0.2,871.0,574.86
SO - 0001981,5,43,33,In-Store,2019-01-04,6,0.075,3731.9,2910.882
SO - 0001982,22,37,208,Wholesale,2019-01-04,8,0.15,1976.5,968.485
SO - 0001983,19,28,161,Online,2019-01-04,1,0.15,3537.6,3006.96
SO - 0001984,32,21,134,Online,2019-01-04,8,0.05,2405.3,1803.975
SO - 0001985,43,47,234,Online,2019-01-04,4,0.05,3075.3,2490.993
SO - 0001986,29,15,222,Distributor,2019-01-04,2,0.075,221.1,108.339
SO - 0001987,49,42,195,Online,2019-01-04,3,0.05,891.1,632.681
SO - 0001988,49,12,255,Distributor,2019-01-04,2,0.075,1226.1,944.097
SO - 0001989,28,41,24,In-Store,2019-01-05,4,0.075,5721.8,4176.914
SO - 0001990,23,3,115,In-Store,2019-01-05,7,0.05,3202.6,1473.196
SO - 0001991,31,30,247,Online,2019-01-05,5,0.1,1721.9,1394.739
SO - 0001992,32,7,268,Online,2019-01-05,4,0.4,897.8,493.79
SO - 0001993,12,41,305,Online,2019-01-05,8,0.075,1051.9,736.33
SO - 0001994,43,7,235,Online,2019-01-05,6,0.05,904.5,397.98
SO - 0001995,19,20,24,Wholesale,2019-01-05,8,0.15,2673.3,1202.985
SO - 0001996,28,5,246,Online,2019-01-05,8,0.05,1065.3,745.71
SO - 0001997,1,24,335,In-Store,2019-01-05,4,0.075,2010.0,864.3
SO - 0001998,8,3,355,In-Store,2019-01-05,7,0.075,850.9,706.247
SO - 0001999,41,22,234,In-Store,2019-01-06,8,0.075,2465.6,1676.608
SO - 0002000,23,39,200,Online,2019-01-06,1,0.05,3872.6,2284.834
SO - 0002001,40,42,279,Online,2019-01-06,1,0.05,254.6,145.122
SO - 0002002,24,26,88,Online,2019-01-06,7,0.05,3182.5,2004.975
SO - 0002003,4,16,224,Distributor,2019-01-06,1,0.075,1112.2,745.174
SO - 0002004,12,15,184,In-Store,2019-01-06,3,0.15,917.9,596.635
SO - 0002005,2,15,189,In-Store,2019-01-06,1,0.05,1922.9,846.076
SO - 0002006,14,35,133,Distributor,2019-01-07,5,0.05,1996.6,1078.164
